mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7013430,2025-07-27,ML-200073,1,177.82,TX
MM-7013431,2025-12-02,ML-200039,4,161.8,WA
MM-7013432,2026-03-04,ML-200003,1,131.41,WA
MM-7013433,2026-05-13,ML-200007,3,623.7,CA
MM-7013434,2026-04-08,ML-200044,4,962.36,TX
MM-7013435,2026-03-20,ML-200020,3,226.25,CA
MM-7013436,2025-07-03,ML-200066,3,361.46,OH
MM-7013437,2026-02-11,ML-200034,4,159.75,CA
MM-7013438,2025-08-26,ML-200011,4,749.62,NY
MM-7013439,2025-08-23,ML-200052,4,98.14,CA
MM-7013440,2025-12-19,ML-200087,1,9.7,IL
MM-7013441,2025-09-21,ML-200060,3,628.64,FL
MM-7013442,2026-03-26,ML-200067,2,200.23,TX
MM-7013443,2025-11-17,ML-200048,1,176.7,CA
MM-7013444,2025-09-26,ML-200081,4,707.45,OH
MM-7013445,2026-05-09,ML-200002,1,152.36,WA
MM-7013446,2026-04-08,ML-200004,4,968.63,NY
MM-7013447,2025-06-29,ML-200033,4,1411.84,OH
MM-7013448,2025-11-19,ML-200090,3,145.98,GA
MM-7013449,2025-07-22,ML-200080,1,84.36,GA
MM-7013450,2026-03-10,ML-200050,2,21.6,WA
MM-7013451,2025-08-09,ML-200054,1,22.2,OH
MM-7013452,2025-06-25,ML-200054,3,65.5,NY
MM-7013453,2026-04-14,ML-200045,2,212.99,NJ
MM-7013454,2025-09-28,ML-200014,1,93.18,FL
MM-7013455,2026-01-15,ML-200057,1,217.29,NJ
MM-7013456,2025-10-18,ML-200002,3,461.53,FL
MM-7013457,2025-10-11,ML-200081,3,523.09,NJ
MM-7013458,2025-09-26,ML-200014,2,188.82,PA
MM-7013459,2026-03-13,ML-200015,4,988.72,CA
MM-7013460,2026-01-04,ML-200083,2,87.73,CA
MM-7013461,2025-08-23,ML-200026,1,271.32,IL
MM-7013462,2025-12-05,ML-200058,3,247.1,NJ
MM-7013463,2026-01-13,ML-200004,1,237.71,NY
MM-7013464,2026-02-19,ML-200003,3,396.39,FL
MM-7013465,2025-07-17,ML-200090,4,194.55,NJ
MM-7013466,2026-01-08,ML-200063,1,123.95,GA
MM-7013467,2025-08-01,ML-200013,2,154.28,GA
MM-7013468,2025-10-13,ML-200057,3,638.24,TX
MM-7013469,2025-11-07,ML-200076,4,301.04,IL
MM-7013470,2026-01-13,ML-200044,4,980.15,OH
MM-7013471,2026-03-05,ML-200009,3,411.46,PA
MM-7013472,2025-09-23,ML-200074,3,74.37,WA
MM-7013473,2026-03-20,ML-200045,1,104.77,FL
MM-7013474,2025-06-23,ML-200020,4,299.21,IL
MM-7013475,2026-03-26,ML-200040,2,160.3,PA
MM-7013476,2026-02-21,ML-200006,2,32.33,IL
MM-7013477,2025-12-02,ML-200017,2,248.21,OH
MM-7013478,2025-10-13,ML-200036,4,138.82,TX
MM-7013479,2025-09-27,ML-200074,3,72.42,FL
MM-7013480,2025-07-13,ML-200054,1,22.38,NJ
MM-7013481,2025-11-18,ML-200076,2,151.4,NY
MM-7013482,2026-03-25,ML-200042,1,106.55,NJ
MM-7013483,2025-08-27,ML-200009,1,137.92,NJ
MM-7013484,2025-08-14,ML-200065,2,360.35,IL
MM-7013485,2025-12-01,ML-200076,1,75.76,WA
MM-7013486,2025-11-13,ML-200048,2,345.42,OH
MM-7013487,2026-04-10,ML-200069,2,226.1,IL
MM-7013488,2025-12-24,ML-200048,3,501.33,OH
MM-7013489,2025-12-25,ML-200023,1,149.39,CA
MM-7013490,2026-03-03,ML-200052,4,96.85,NJ
MM-7013491,2025-10-30,ML-200086,1,49.3,CA
MM-7013492,2025-10-21,ML-200055,1,58.95,CA
MM-7013493,2026-01-04,ML-200077,2,152.14,NY
MM-7013494,2025-07-08,ML-200017,4,488.02,OH
MM-7013495,2025-12-30,ML-200076,4,309.78,GA
MM-7013496,2025-10-06,ML-200083,2,86.78,FL
MM-7013497,2025-07-03,ML-200015,4,979.21,WA
MM-7013498,2026-05-11,ML-200054,2,44.34,TX
MM-7013499,2026-01-31,ML-200053,3,806.61,TX
MM-7013500,2025-12-25,ML-200004,4,975.94,GA
MM-7013501,2025-09-12,ML-200003,4,546.68,GA
MM-7013502,2026-02-25,ML-200026,2,558.57,IL
MM-7013503,2026-05-24,ML-200020,4,295.6,TX
MM-7013504,2026-05-17,ML-200051,4,1456.96,GA
MM-7013505,2026-01-01,ML-200054,3,63.8,CA
MM-7013506,2026-05-19,ML-200029,1,19.99,GA
MM-7013507,2025-06-30,ML-200029,2,39.36,IL
MM-7013508,2025-08-02,ML-200031,4,125.56,CA
MM-7013509,2025-08-08,ML-200001,1,326.13,NJ
MM-7013510,2025-12-12,ML-200016,1,237.74,OH
MM-7013511,2026-04-20,ML-200041,4,743.01,FL
MM-7013512,2025-12-15,ML-200017,2,246.02,GA
MM-7013513,2025-10-02,ML-200001,2,641.99,GA
MM-7013514,2025-08-03,ML-200092,3,865.14,GA
MM-7013515,2026-02-13,ML-200091,1,600.43,NJ
MM-7013516,2026-03-18,ML-200054,2,43.7,IL
MM-7013517,2026-04-22,ML-200048,2,333.78,GA
MM-7013518,2026-05-21,ML-200049,2,651.17,IL
MM-7013519,2025-11-14,ML-200074,2,48.45,OH
MM-7013520,2025-06-17,ML-200006,1,16.35,NY
MM-7013521,2025-08-10,ML-200037,4,1113.16,NY
MM-7013522,2025-06-25,ML-200032,3,458.94,NY
MM-7013523,2026-04-09,ML-200053,4,1064.09,TX
MM-7013524,2026-05-20,ML-200027,1,179.47,IL
MM-7013525,2025-09-20,ML-200004,4,958.04,IL
MM-7013526,2026-01-29,ML-200016,2,467.11,OH
MM-7013527,2025-12-12,ML-200018,4,107.18,IL
MM-7013528,2026-01-08,ML-200024,1,27.29,IL
MM-7013529,2026-04-15,ML-200014,2,183.84,NJ
MM-7013530,2026-03-28,ML-200046,3,104.7,GA
MM-7013531,2025-08-11,ML-200060,3,645.03,NY
MM-7013532,2026-01-18,ML-200013,1,78.61,FL
MM-7013533,2026-03-16,ML-200086,4,197.95,FL
MM-7013534,2026-04-02,ML-200061,2,369.24,TX
MM-7013535,2025-11-18,ML-200063,4,486.19,NY
MM-7013536,2025-11-22,ML-200032,1,154.49,WA
MM-7013537,2025-08-12,ML-200044,2,482.68,GA
MM-7013538,2025-10-07,ML-200070,3,478.51,NY
MM-7013539,2025-11-19,ML-200087,2,20.01,TX
MM-7013540,2025-06-26,ML-200062,1,70.79,OH
MM-7013541,2026-01-19,ML-200046,1,35.59,CA
MM-7013542,2026-01-19,ML-200054,4,86.51,OH
MM-7013543,2025-10-31,ML-200045,1,106.35,FL
MM-7013544,2025-10-25,ML-200030,3,330.6,GA
MM-7013545,2025-10-08,ML-200035,3,418.82,FL
MM-7013546,2025-06-08,ML-200062,1,72.13,TX
MM-7013547,2025-09-04,ML-200004,2,488.6,PA
MM-7013548,2026-03-21,ML-200097,1,20.11,CA
MM-7013549,2025-12-12,ML-200031,4,125.41,IL
MM-7013550,2025-09-10,ML-200031,1,30.79,PA
MM-7013551,2026-03-10,ML-200087,3,29.02,IL
MM-7013552,2026-03-28,ML-200014,3,288.06,OH
MM-7013553,2026-05-17,ML-200066,4,467.87,PA
MM-7013554,2026-05-22,ML-200077,4,303.35,TX
MM-7013555,2026-05-20,ML-200023,4,615.11,FL
MM-7013556,2025-08-04,ML-200073,2,347.5,CA
MM-7013557,2026-05-03,ML-200067,4,404.65,CA
MM-7013558,2025-09-11,ML-200005,4,275.22,GA
MM-7013559,2025-08-25,ML-200082,4,304.65,NY
MM-7013560,2025-08-08,ML-200024,3,81.53,CA
MM-7013561,2025-11-14,ML-200081,2,344.27,TX
MM-7013562,2026-05-01,ML-200067,2,199.03,WA
MM-7013563,2026-01-02,ML-200036,3,107.47,CA
MM-7013564,2025-09-28,ML-200018,1,26.75,NY
MM-7013565,2026-05-15,ML-200065,2,352.6,OH
MM-7013566,2026-04-23,ML-200053,2,533.68,GA
MM-7013567,2025-10-24,ML-200041,1,192.45,WA
MM-7013568,2025-08-01,ML-200026,1,270.97,IL
MM-7013569,2025-08-06,ML-200094,1,30.29,IL
MM-7013570,2025-06-16,ML-200069,4,445.03,IL
MM-7013571,2026-04-11,ML-200026,1,277.54,TX
MM-7013572,2026-03-04,ML-200024,2,56.31,CA
MM-7013573,2026-04-29,ML-200031,3,93.25,CA
MM-7013574,2025-12-10,ML-200012,4,551.61,TX
MM-7013575,2026-04-27,ML-200055,1,58.74,WA
MM-7013576,2026-04-18,ML-200081,3,522.97,OH
MM-7013577,2025-10-16,ML-200081,2,350.42,IL
MM-7013578,2025-07-31,ML-200076,1,77.37,CA
MM-7013579,2025-07-13,ML-200015,2,499.13,FL
MM-7013580,2025-11-19,ML-200067,4,412.98,PA
MM-7013581,2025-08-08,ML-200073,2,347.83,GA
MM-7013582,2025-06-09,ML-200032,1,157.16,NJ
MM-7013583,2025-11-25,ML-200084,1,62.35,NJ
MM-7013584,2025-12-30,ML-200077,1,75.46,FL
MM-7013585,2025-08-30,ML-200013,4,314.86,TX
MM-7013586,2026-02-08,ML-200056,3,699.87,CA
MM-7013587,2025-07-22,ML-200012,2,272.06,GA
MM-7013588,2026-04-05,ML-200001,4,1281.2,PA
MM-7013589,2026-01-29,ML-200026,1,258.14,NJ
MM-7013590,2025-08-20,ML-200034,3,116.81,GA
MM-7013591,2026-02-18,ML-200020,1,75.87,NJ
MM-7013592,2026-02-26,ML-200094,2,58.26,OH
MM-7013593,2025-10-08,ML-200006,2,32.93,NY
MM-7013594,2025-12-21,ML-200029,3,59.75,FL
MM-7013595,2025-10-17,ML-200088,3,515.94,IL
MM-7013596,2025-10-07,ML-200062,4,290.94,TX
MM-7013597,2025-10-06,ML-200042,4,431.83,GA
MM-7013598,2025-06-25,ML-200079,3,139.43,TX
MM-7013599,2026-01-25,ML-200044,4,977.88,GA
MM-7013600,2025-06-21,ML-200017,4,499.58,NJ
MM-7013601,2025-08-06,ML-200082,2,148.18,NY
MM-7013602,2026-04-17,ML-200072,1,79.61,NY
MM-7013603,2026-04-25,ML-200034,2,77.86,FL
MM-7013604,2025-09-01,ML-200029,2,38.07,CA
MM-7013605,2025-11-29,ML-200031,1,31.52,FL
MM-7013606,2026-03-23,ML-200002,4,614.51,NY
MM-7013607,2026-02-05,ML-200041,4,767.01,CA
MM-7013608,2025-06-25,ML-200022,2,237.96,PA
MM-7013609,2026-03-08,ML-200063,2,250.09,CA
MM-7013610,2025-10-29,ML-200006,1,16.22,NJ
MM-7013611,2025-09-27,ML-200068,1,15.97,FL
MM-7013612,2025-11-28,ML-200043,4,251.97,NJ
MM-7013613,2026-02-05,ML-200070,2,323.48,WA
MM-7013614,2025-08-24,ML-200001,4,1305.63,OH
MM-7013615,2025-08-28,ML-200055,4,235.51,NJ
MM-7013616,2026-04-21,ML-200048,3,510.23,PA
MM-7013617,2025-11-23,ML-200077,2,155.36,NY
MM-7013618,2026-03-08,ML-200094,2,58.96,IL
MM-7013619,2025-09-26,ML-200040,4,337.19,GA
MM-7013620,2025-11-23,ML-200086,2,99.45,TX
MM-7013621,2025-09-09,ML-200028,3,643.99,NY
MM-7013622,2025-09-10,ML-200087,2,19.97,GA
MM-7013623,2026-03-30,ML-200029,4,80.08,CA
MM-7013624,2025-10-11,ML-200002,1,150.84,NJ
MM-7013625,2026-01-12,ML-200047,4,1245.44,TX
MM-7013626,2025-12-07,ML-200080,1,83.2,CA
MM-7013627,2026-05-22,ML-200026,2,551.82,WA
MM-7013628,2025-11-26,ML-200033,3,1058.43,NY
MM-7013629,2025-10-07,ML-200030,1,110.25,IL
MM-7013630,2025-09-18,ML-200090,4,192.04,CA
MM-7013631,2025-06-29,ML-200014,2,192.96,GA
MM-7013632,2025-12-15,ML-200025,2,341.95,CA
MM-7013633,2026-05-22,ML-200067,2,202.59,CA
MM-7013634,2026-01-02,ML-200031,3,95.51,IL
MM-7013635,2025-10-31,ML-200041,1,187.98,GA
MM-7013636,2025-10-17,ML-200070,1,162.85,WA
MM-7013637,2026-05-22,ML-200051,3,1080.88,FL
MM-7013638,2026-05-12,ML-200100,3,175.09,PA
MM-7013639,2025-11-09,ML-200058,2,165.76,NY
MM-7013640,2025-12-21,ML-200073,2,346.37,IL
MM-7013641,2026-03-09,ML-200012,4,554.4,IL
MM-7013642,2026-01-16,ML-200059,4,713.81,NY
MM-7013643,2025-08-05,ML-200013,2,159.39,WA
MM-7013644,2026-01-19,ML-200097,4,83.11,FL
MM-7013645,2026-01-17,ML-200013,1,79.57,TX
MM-7013646,2025-08-27,ML-200092,1,282.46,CA
MM-7013647,2026-05-09,ML-200083,1,44.08,CA
MM-7013648,2025-12-28,ML-200046,3,102.22,GA
MM-7013649,2025-07-10,ML-200017,3,378.37,CA
MM-7013650,2025-09-21,ML-200028,3,637.58,CA
MM-7013651,2025-09-18,ML-200061,4,740.43,CA
MM-7013652,2025-10-21,ML-200097,2,41.35,FL
MM-7013653,2025-12-29,ML-200100,2,116.92,PA
MM-7013654,2026-05-06,ML-200091,2,1240.87,WA
MM-7013655,2025-07-21,ML-200012,1,134.18,GA
MM-7013656,2026-04-17,ML-200040,4,324.08,PA
MM-7013657,2026-05-27,ML-200020,3,228.26,TX
MM-7013658,2026-03-04,ML-200078,1,161.66,IL
MM-7013659,2025-11-23,ML-200038,1,108.49,IL
MM-7013660,2025-09-06,ML-200090,1,50.23,NY
MM-7013661,2025-07-22,ML-200033,4,1410.49,FL
MM-7013662,2026-04-12,ML-200032,2,308.51,FL
MM-7013663,2026-05-12,ML-200028,1,216.92,NJ
MM-7013664,2026-05-06,ML-200086,4,197.64,IL
MM-7013665,2025-09-18,ML-200017,3,377.28,TX
MM-7013666,2025-12-26,ML-200064,4,776.06,GA
MM-7013667,2025-11-08,ML-200082,2,149.23,CA
MM-7013668,2025-07-29,ML-200082,1,73.4,CA
MM-7013669,2026-03-31,ML-200023,2,311.2,GA
MM-7013670,2025-07-07,ML-200038,2,217.79,TX
MM-7013671,2025-10-25,ML-200006,3,46.6,FL
MM-7013672,2026-03-07,ML-200053,2,519.91,OH
MM-7013673,2025-09-06,ML-200090,1,48.31,PA
MM-7013674,2025-06-14,ML-200022,3,353.19,CA
MM-7013675,2025-06-22,ML-200079,4,188.01,OH
MM-7013676,2026-04-08,ML-200054,3,66.74,TX
MM-7013677,2026-04-23,ML-200010,2,263.48,TX
MM-7013678,2026-05-02,ML-200016,1,237.37,CA
MM-7013679,2026-03-14,ML-200059,2,367.53,TX
MM-7013680,2025-10-24,ML-200086,2,100.3,PA
MM-7013681,2026-03-18,ML-200084,3,187.93,FL
MM-7013682,2025-08-25,ML-200058,1,81.73,OH
MM-7013683,2025-09-03,ML-200082,2,147.46,WA
MM-7013684,2025-10-30,ML-200092,4,1191.71,NJ
MM-7013685,2026-05-24,ML-200002,1,154.05,FL
MM-7013686,2025-10-05,ML-200033,1,358.82,OH
MM-7013687,2025-11-28,ML-200055,2,119.31,IL
MM-7013688,2025-10-17,ML-200033,3,1082.25,PA
MM-7013689,2026-01-15,ML-200057,2,435.66,PA
MM-7013690,2025-08-21,ML-200022,1,115.07,TX
MM-7013691,2025-11-22,ML-200091,3,1850.5,NJ
MM-7013692,2026-03-04,ML-200080,2,163.41,CA
MM-7013693,2026-01-05,ML-200036,1,34.19,PA
MM-7013694,2025-11-23,ML-200055,1,58.54,FL
MM-7013695,2026-04-22,ML-200066,3,351.68,IL
MM-7013696,2025-09-11,ML-200010,1,131.89,GA
MM-7013697,2025-10-10,ML-200095,4,203.04,IL
MM-7013698,2026-05-12,ML-200042,2,213.94,IL
MM-7013699,2026-02-04,ML-200053,4,1016.3,NJ
MM-7013700,2025-10-15,ML-200037,1,271.04,NJ
MM-7013701,2025-09-12,ML-200068,3,45.63,WA
MM-7013702,2025-06-04,ML-200088,2,344.05,CA
MM-7013703,2026-04-30,ML-200083,4,176.08,WA
MM-7013704,2025-10-14,ML-200071,4,419.35,GA
MM-7013705,2026-02-04,ML-200091,3,1875.11,TX
MM-7013706,2025-12-28,ML-200047,2,634.57,NJ
MM-7013707,2025-07-24,ML-200075,4,574.74,NY
MM-7013708,2025-12-17,ML-200038,1,108.71,IL
MM-7013709,2026-05-18,ML-200030,1,111.64,NJ
MM-7013710,2026-05-18,ML-200079,3,138.02,PA
MM-7013711,2025-06-22,ML-200086,1,50.55,CA
MM-7013712,2026-01-22,ML-200016,2,482.56,WA
MM-7013713,2025-09-01,ML-200040,3,236.0,NY
MM-7013714,2026-03-05,ML-200018,4,103.89,NJ
MM-7013715,2025-07-30,ML-200045,1,105.49,CA
MM-7013716,2026-03-03,ML-200008,1,16.71,GA
MM-7013717,2026-01-19,ML-200040,1,79.6,NY
MM-7013718,2026-04-14,ML-200037,3,833.25,FL
MM-7013719,2026-04-03,ML-200017,1,121.38,IL
MM-7013720,2026-04-04,ML-200048,1,170.55,WA
MM-7013721,2025-12-27,ML-200027,3,530.72,GA
MM-7013722,2025-07-29,ML-200013,2,160.33,CA
MM-7013723,2025-11-01,ML-200024,2,55.99,GA
MM-7013724,2026-02-22,ML-200034,1,38.94,OH
MM-7013725,2025-08-09,ML-200081,4,713.26,OH
MM-7013726,2025-07-11,ML-200079,3,144.2,GA
MM-7013727,2026-03-09,ML-200042,4,412.72,NJ
MM-7013728,2025-10-13,ML-200033,3,1063.36,WA
MM-7013729,2025-06-03,ML-200086,4,202.36,FL
MM-7013730,2026-04-03,ML-200008,3,51.67,PA
MM-7013731,2026-03-29,ML-200022,3,356.08,NJ
MM-7013732,2025-08-28,ML-200063,3,359.61,OH
MM-7013733,2025-09-06,ML-200085,2,547.4,PA
MM-7013734,2026-04-21,ML-200094,2,59.61,FL
MM-7013735,2025-09-16,ML-200080,2,165.44,OH
MM-7013736,2026-05-23,ML-200062,4,282.94,TX
MM-7013737,2025-10-17,ML-200014,4,383.29,PA
MM-7013738,2025-07-19,ML-200052,1,24.41,TX
MM-7013739,2026-01-25,ML-200087,4,40.23,FL
MM-7013740,2026-01-23,ML-200004,3,713.08,IL
MM-7013741,2025-06-05,ML-200046,2,68.56,PA
MM-7013742,2026-05-07,ML-200031,2,63.38,NY
MM-7013743,2025-12-18,ML-200068,4,64.41,FL
MM-7013744,2026-04-02,ML-200040,4,328.21,PA
MM-7013745,2025-12-04,ML-200026,2,557.41,TX
MM-7013746,2025-07-11,ML-200088,2,341.84,TX
MM-7013747,2025-12-23,ML-200055,3,173.66,NJ
MM-7013748,2026-02-08,ML-200035,3,423.92,OH
MM-7013749,2025-08-25,ML-200080,1,81.15,CA
MM-7013750,2026-03-14,ML-200056,4,937.92,IL
MM-7013751,2025-06-12,ML-200027,3,550.72,IL
MM-7013752,2025-07-14,ML-200079,4,188.51,GA
MM-7013753,2026-05-12,ML-200036,3,105.1,TX
MM-7013754,2026-03-13,ML-200052,1,24.37,NJ
MM-7013755,2026-05-28,ML-200040,2,158.16,GA
MM-7013756,2026-02-05,ML-200018,3,81.29,GA
MM-7013757,2026-03-13,ML-200001,3,960.59,PA
MM-7013758,2025-06-24,ML-200071,1,106.58,CA
MM-7013759,2025-07-09,ML-200022,3,340.89,TX
MM-7013760,2026-05-18,ML-200035,3,416.88,GA
MM-7013761,2026-05-19,ML-200090,1,48.4,OH
MM-7013762,2026-02-09,ML-200023,4,601.7,IL
MM-7013763,2025-06-22,ML-200100,1,59.1,IL
MM-7013764,2025-09-15,ML-200026,3,819.98,IL
MM-7013765,2025-12-25,ML-200001,1,320.51,OH
MM-7013766,2025-11-20,ML-200017,1,122.88,NY
MM-7013767,2025-12-10,ML-200089,3,324.14,GA
MM-7013768,2025-11-22,ML-200040,2,159.42,GA
MM-7013769,2026-02-06,ML-200076,2,153.81,PA
MM-7013770,2025-08-04,ML-200069,1,111.47,OH
MM-7013771,2025-06-13,ML-200021,2,601.83,CA
MM-7013772,2026-05-03,ML-200082,1,75.17,FL
MM-7013773,2026-01-23,ML-200003,2,269.26,FL
MM-7013774,2026-05-01,ML-200082,4,297.31,GA
MM-7013775,2025-09-20,ML-200044,1,248.08,CA
MM-7013776,2025-11-19,ML-200045,3,323.25,NY
MM-7013777,2026-05-25,ML-200066,3,350.81,WA
MM-7013778,2026-05-18,ML-200026,3,834.45,OH
MM-7013779,2025-07-04,ML-200078,2,327.64,FL
MM-7013780,2025-11-05,ML-200041,1,192.56,NY
MM-7013781,2026-01-29,ML-200072,4,329.6,CA
MM-7013782,2025-09-23,ML-200065,2,360.51,NJ
MM-7013783,2026-03-24,ML-200081,2,357.28,FL
MM-7013784,2026-02-11,ML-200014,2,184.12,NY
MM-7013785,2025-09-10,ML-200039,2,82.61,WA
MM-7013786,2025-06-21,ML-200100,3,173.85,FL
MM-7013787,2026-02-22,ML-200011,2,382.84,GA
MM-7013788,2025-06-20,ML-200087,2,19.64,TX
MM-7013789,2025-06-10,ML-200059,3,539.59,OH
MM-7013790,2025-08-22,ML-200025,2,350.19,IL
MM-7013791,2025-06-16,ML-200070,4,651.51,PA
MM-7013792,2026-01-04,ML-200086,1,50.31,GA
MM-7013793,2026-02-17,ML-200087,3,29.75,OH
MM-7013794,2026-02-21,ML-200015,2,504.54,NJ
MM-7013795,2025-09-15,ML-200067,1,101.8,CA
MM-7013796,2025-11-25,ML-200050,2,20.71,NY
MM-7013797,2025-11-28,ML-200087,3,29.54,TX
MM-7013798,2025-12-14,ML-200080,4,326.85,CA
MM-7013799,2025-06-03,ML-200068,4,61.95,FL
MM-7013800,2026-04-15,ML-200009,2,277.51,IL
MM-7013801,2026-05-25,ML-200016,1,238.27,CA
MM-7013802,2025-06-02,ML-200071,2,214.22,WA
MM-7013803,2025-10-09,ML-200065,2,353.66,PA
MM-7013804,2025-10-30,ML-200068,2,32.02,CA
MM-7013805,2026-02-14,ML-200068,1,16.17,CA
MM-7013806,2025-12-12,ML-200070,3,489.49,IL
MM-7013807,2025-06-17,ML-200014,4,374.2,GA
MM-7013808,2025-12-24,ML-200083,4,171.4,GA
MM-7013809,2025-10-24,ML-200072,1,81.38,PA
MM-7013810,2026-05-05,ML-200019,2,237.99,OH
MM-7013811,2025-07-07,ML-200023,1,156.24,FL
MM-7013812,2025-12-11,ML-200040,4,321.41,TX
MM-7013813,2025-07-19,ML-200043,4,242.53,WA
MM-7013814,2025-11-27,ML-200023,3,466.63,WA
MM-7013815,2025-11-18,ML-200055,2,117.5,WA
MM-7013816,2025-06-11,ML-200067,3,307.42,WA
MM-7013817,2026-05-29,ML-200053,4,1081.46,TX
MM-7013818,2026-02-27,ML-200095,2,103.04,IL
MM-7013819,2026-01-06,ML-200021,1,306.72,WA
MM-7013820,2025-11-18,ML-200018,1,26.1,NY
MM-7013821,2025-10-23,ML-200054,3,65.69,TX
MM-7013822,2025-11-10,ML-200080,4,323.91,NJ
MM-7013823,2025-12-01,ML-200011,2,391.48,NY
MM-7013824,2025-06-08,ML-200046,1,34.97,GA
MM-7013825,2025-06-24,ML-200057,4,842.51,WA
MM-7013826,2025-07-05,ML-200067,3,305.12,WA
MM-7013827,2025-08-11,ML-200045,2,213.27,TX
MM-7013828,2025-08-09,ML-200037,4,1112.74,OH
MM-7013829,2025-09-15,ML-200053,2,524.78,NY
MM-7013830,2026-03-26,ML-200067,1,101.37,IL
MM-7013831,2026-03-21,ML-200066,2,234.86,GA
MM-7013832,2026-04-04,ML-200062,4,289.37,WA
MM-7013833,2025-06-20,ML-200070,2,318.3,GA
MM-7013834,2025-08-23,ML-200041,3,570.22,PA
MM-7013835,2026-01-24,ML-200072,1,79.95,CA
MM-7013836,2026-01-29,ML-200025,4,701.18,GA
MM-7013837,2025-11-22,ML-200088,1,174.66,CA
MM-7013838,2025-09-17,ML-200051,2,707.31,NJ
MM-7013839,2026-03-30,ML-200008,2,34.88,NJ
MM-7013840,2025-12-20,ML-200047,1,308.18,NJ
MM-7013841,2025-11-27,ML-200059,2,375.16,TX
MM-7013842,2025-12-19,ML-200082,3,216.53,PA
MM-7013843,2026-04-29,ML-200074,2,48.14,GA
MM-7013844,2026-02-08,ML-200003,4,513.4,GA
MM-7013845,2026-03-19,ML-200073,2,348.84,TX
MM-7013846,2026-02-02,ML-200065,4,718.17,OH
MM-7013847,2026-03-22,ML-200078,1,160.43,GA
MM-7013848,2025-10-09,ML-200023,1,155.22,TX
MM-7013849,2026-02-01,ML-200035,2,280.05,FL
MM-7013850,2026-03-29,ML-200026,4,1067.19,FL
MM-7013851,2025-10-27,ML-200052,1,24.5,OH
MM-7013852,2026-02-28,ML-200031,2,62.97,WA
MM-7013853,2026-02-22,ML-200052,3,73.22,NY
MM-7013854,2026-03-12,ML-200039,3,122.17,PA
MM-7013855,2026-01-11,ML-200005,3,219.22,NJ
MM-7013856,2025-06-30,ML-200092,2,581.29,OH
MM-7013857,2025-08-08,ML-200032,1,157.08,GA
MM-7013858,2025-10-06,ML-200004,4,950.84,NY
MM-7013859,2026-05-18,ML-200019,2,228.87,PA
MM-7013860,2025-09-06,ML-200070,4,657.07,WA
MM-7013861,2026-02-04,ML-200026,3,831.64,OH
MM-7013862,2025-11-14,ML-200083,3,131.85,NJ
MM-7013863,2026-02-27,ML-200100,3,177.16,GA
MM-7013864,2026-04-14,ML-200039,2,84.46,NJ
MM-7013865,2025-12-18,ML-200078,1,163.59,NY
MM-7013866,2025-09-24,ML-200034,4,159.86,PA
MM-7013867,2025-06-06,ML-200061,4,719.06,NJ
MM-7013868,2026-03-30,ML-200077,3,232.81,WA
MM-7013869,2025-11-03,ML-200060,4,847.17,IL
MM-7013870,2025-11-05,ML-200094,2,60.03,CA
MM-7013871,2026-03-21,ML-200082,3,218.3,CA
MM-7013872,2025-07-01,ML-200083,1,42.8,WA
MM-7013873,2025-08-17,ML-200015,3,761.08,NY
MM-7013874,2025-11-10,ML-200090,2,98.65,WA
MM-7013875,2026-03-23,ML-200041,1,194.83,GA
MM-7013876,2026-02-08,ML-200047,1,304.95,GA
MM-7013877,2025-08-04,ML-200025,2,342.95,NJ
MM-7013878,2025-09-23,ML-200079,2,95.65,TX
MM-7013879,2026-04-01,ML-200085,4,1083.42,NY
MM-7013880,2026-03-29,ML-200025,2,349.75,GA
MM-7013881,2025-08-07,ML-200021,2,600.2,CA
MM-7013882,2025-06-07,ML-200050,1,10.84,PA
MM-7013883,2025-07-31,ML-200089,2,212.02,NJ
MM-7013884,2025-08-04,ML-200045,1,104.32,CA
MM-7013885,2025-08-27,ML-200022,2,231.84,NY
MM-7013886,2025-08-04,ML-200071,2,210.2,TX
MM-7013887,2025-09-26,ML-200053,3,789.72,NY
MM-7013888,2026-01-11,ML-200079,2,94.19,IL
MM-7013889,2025-08-29,ML-200011,2,369.83,CA
MM-7013890,2025-12-10,ML-200033,1,359.94,PA
MM-7013891,2025-09-05,ML-200063,2,244.9,FL
MM-7013892,2025-09-26,ML-200014,4,380.76,NY
MM-7013893,2025-06-11,ML-200051,3,1075.58,NJ
MM-7013894,2025-10-30,ML-200044,2,492.17,IL
MM-7013895,2025-09-13,ML-200042,1,107.12,IL
MM-7013896,2025-07-16,ML-200090,4,203.84,TX
MM-7013897,2025-10-17,ML-200082,1,72.55,NJ
MM-7013898,2026-02-13,ML-200067,2,203.61,PA
MM-7013899,2026-03-12,ML-200002,3,456.36,NJ
MM-7013900,2025-11-22,ML-200023,3,466.07,FL
MM-7013901,2026-03-06,ML-200088,1,174.19,NJ
MM-7013902,2025-08-30,ML-200010,1,130.59,TX
MM-7013903,2025-06-21,ML-200042,4,428.33,TX
MM-7013904,2025-08-05,ML-200083,3,129.94,OH
MM-7013905,2025-10-24,ML-200078,2,321.66,WA
MM-7013906,2026-05-28,ML-200071,2,205.21,TX
MM-7013907,2026-04-21,ML-200037,4,1076.92,WA
MM-7013908,2025-08-23,ML-200020,3,229.27,IL
